HABITAT,CONTROL,YEAR,MONTH,DAY,DATE,REGION,SITE,TRANSECT,SP_CODE,COUNT,actual_size
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 5,TAAD,188,5
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 5,TAAD,1,15
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 5,TAAD,NA,25
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 5,TAAD,NA,35
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 5,TAAD,NA,45
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 5,TAAD,NA,60
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 5,TAAD,NA,85
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 5,TAAD,NA,100
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 5,TAAD,189,NA
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 5,MOSA,NA,5
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 5,MOSA,NA,15
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 5,MOSA,NA,25
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 5,MOSA,1,35
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 5,MOSA,NA,45
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 5,MOSA,NA,60
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 5,MOSA,NA,85
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 5,MOSA,NA,100
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 5,MOSA,1,NA
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 5,TAON,NA,5
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 5,TAON,2,15
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 5,TAON,3,25
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 5,TAON,NA,35
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 5,TAON,NA,45
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 5,TAON,NA,60
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 5,TAON,NA,85
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 5,TAON,NA,100
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 5,TAON,5,NA
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 3,TAAD,150,5
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 3,TAAD,1,15
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 3,TAAD,NA,25
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 3,TAAD,NA,35
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 3,TAAD,NA,45
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 3,TAAD,NA,60
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 3,TAAD,NA,85
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 3,TAAD,NA,100
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 3,TAAD,151,NA
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 3,TAON,1,5
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 3,TAON,1,15
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 3,TAON,1,25
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 3,TAON,NA,35
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 3,TAON,NA,45
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 3,TAON,NA,60
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 3,TAON,NA,85
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 3,TAON,NA,100
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 3,TAON,3,NA
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 3,PADE,NA,5
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 3,PADE,NA,15
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 3,PADE,4,25
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 3,PADE,NA,35
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 3,PADE,NA,45
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 3,PADE,NA,60
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 3,PADE,NA,85
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 3,PADE,NA,100
Kelp,Kelp,2021,7,13,7/13/21,Narragansett Bay,Fort Wetherill,FW 3,PADE,4,NA
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 5,TAAD,66,5
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 5,TAAD,NA,15
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 5,TAAD,NA,25
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 5,TAAD,NA,35
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 5,TAAD,NA,45
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 5,TAAD,NA,60
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 5,TAAD,NA,85
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 5,TAAD,NA,100
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 5,TAAD,66,NA
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 5,CEST,8,5
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 5,CEST,NA,15
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 5,CEST,NA,25
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 5,CEST,NA,35
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 5,CEST,NA,45
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 5,CEST,NA,60
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 5,CEST,NA,85
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 5,CEST,NA,100
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 5,CEST,8,NA
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 5,TAON,NA,5
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 5,TAON,1,15
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 5,TAON,3,25
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 5,TAON,NA,35
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 5,TAON,NA,45
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 5,TAON,NA,60
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 5,TAON,NA,85
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 5,TAON,NA,100
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 5,TAON,4,NA
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 1,TAAD,171,5
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 1,TAAD,3,15
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 1,TAAD,NA,25
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 1,TAAD,NA,35
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 1,TAAD,NA,45
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 1,TAAD,NA,60
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 1,TAAD,NA,85
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 1,TAAD,NA,100
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 1,TAAD,174,NA
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 1,TAON,NA,5
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 1,TAON,1,15
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 1,TAON,1,25
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 1,TAON,NA,35
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 1,TAON,NA,45
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 1,TAON,NA,60
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 1,TAON,NA,85
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 1,TAON,NA,100
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 1,TAON,2,NA
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 1,CEST,NA,5
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 1,CEST,3,15
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 1,CEST,NA,25
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 1,CEST,NA,35
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 1,CEST,NA,45
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 1,CEST,NA,60
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 1,CEST,NA,85
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 1,CEST,NA,100
Kelp,Control,2021,9,20,9/20/21,Narragansett Bay,Kings Beach,KB 1,CEST,3,NA
Kelp,Control,2021,7,16,7/16/21,Narragansett Bay,Fort Wetherill,FW 6,TAAD,45,5
Kelp,Control,2021,7,16,7/16/21,Narragansett Bay,Fort Wetherill,FW 6,TAAD,NA,15
Kelp,Control,2021,7,16,7/16/21,Narragansett Bay,Fort Wetherill,FW 6,TAAD,NA,25
Kelp,Control,2021,7,16,7/16/21,Narragansett Bay,Fort Wetherill,FW 6,TAAD,NA,35
Kelp,Control,2021,7,16,7/16/21,Narragansett Bay,Fort Wetherill,FW 6,TAAD,NA,45
Kelp,Control,2021,7,16,7/16/21,Narragansett Bay,Fort Wetherill,FW 6,TAAD,NA,60
Kelp,Control,2021,7,16,7/16/21,Narragansett Bay,Fort Wetherill,FW 6,TAAD,NA,85
Kelp,Control,2021,7,16,7/16/21,Narragansett Bay,Fort Wetherill,FW 6,TAAD,NA,100
Kelp,Control,2021,7,16,7/16/21,Narragansett Bay,Fort Wetherill,FW 6,TAAD,45,NA
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 1,TAAD,90,5
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 1,TAAD,26,15
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 1,TAAD,NA,25
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 1,TAAD,NA,35
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 1,TAAD,NA,45
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 1,TAAD,NA,60
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 1,TAAD,NA,85
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 1,TAAD,NA,100
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 1,TAAD,116,NA
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 1,CEST,NA,5
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 1,CEST,3,15
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 1,CEST,2,25
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 1,CEST,NA,35
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 1,CEST,NA,45
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 1,CEST,NA,60
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 1,CEST,NA,85
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 1,CEST,NA,100
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 1,CEST,5,NA
Kelp,Kelp,2021,8,12,8/12/21,Narragansett Bay,Fort Wetherill,FW 2,TAAD,69,5
Kelp,Kelp,2021,8,12,8/12/21,Narragansett Bay,Fort Wetherill,FW 2,TAAD,31,15
Kelp,Kelp,2021,8,12,8/12/21,Narragansett Bay,Fort Wetherill,FW 2,TAAD,NA,25
Kelp,Kelp,2021,8,12,8/12/21,Narragansett Bay,Fort Wetherill,FW 2,TAAD,NA,35
Kelp,Kelp,2021,8,12,8/12/21,Narragansett Bay,Fort Wetherill,FW 2,TAAD,NA,45
Kelp,Kelp,2021,8,12,8/12/21,Narragansett Bay,Fort Wetherill,FW 2,TAAD,NA,60
Kelp,Kelp,2021,8,12,8/12/21,Narragansett Bay,Fort Wetherill,FW 2,TAAD,NA,85
Kelp,Kelp,2021,8,12,8/12/21,Narragansett Bay,Fort Wetherill,FW 2,TAAD,NA,100
Kelp,Kelp,2021,8,12,8/12/21,Narragansett Bay,Fort Wetherill,FW 2,TAAD,100,NA
Kelp,Kelp,2021,8,12,8/12/21,Narragansett Bay,Fort Wetherill,FW 2,CEST,NA,5
Kelp,Kelp,2021,8,12,8/12/21,Narragansett Bay,Fort Wetherill,FW 2,CEST,3,15
Kelp,Kelp,2021,8,12,8/12/21,Narragansett Bay,Fort Wetherill,FW 2,CEST,2,25
Kelp,Kelp,2021,8,12,8/12/21,Narragansett Bay,Fort Wetherill,FW 2,CEST,NA,35
Kelp,Kelp,2021,8,12,8/12/21,Narragansett Bay,Fort Wetherill,FW 2,CEST,NA,45
Kelp,Kelp,2021,8,12,8/12/21,Narragansett Bay,Fort Wetherill,FW 2,CEST,NA,60
Kelp,Kelp,2021,8,12,8/12/21,Narragansett Bay,Fort Wetherill,FW 2,CEST,NA,85
Kelp,Kelp,2021,8,12,8/12/21,Narragansett Bay,Fort Wetherill,FW 2,CEST,NA,100
Kelp,Kelp,2021,8,12,8/12/21,Narragansett Bay,Fort Wetherill,FW 2,CEST,5,NA
Kelp,Kelp,2021,8,12,8/12/21,Narragansett Bay,Fort Wetherill,FW 2,STCH,NA,5
Kelp,Kelp,2021,8,12,8/12/21,Narragansett Bay,Fort Wetherill,FW 2,STCH,NA,15
Kelp,Kelp,2021,8,12,8/12/21,Narragansett Bay,Fort Wetherill,FW 2,STCH,1,25
Kelp,Kelp,2021,8,12,8/12/21,Narragansett Bay,Fort Wetherill,FW 2,STCH,NA,35
Kelp,Kelp,2021,8,12,8/12/21,Narragansett Bay,Fort Wetherill,FW 2,STCH,NA,45
Kelp,Kelp,2021,8,12,8/12/21,Narragansett Bay,Fort Wetherill,FW 2,STCH,NA,60
Kelp,Kelp,2021,8,12,8/12/21,Narragansett Bay,Fort Wetherill,FW 2,STCH,NA,85
Kelp,Kelp,2021,8,12,8/12/21,Narragansett Bay,Fort Wetherill,FW 2,STCH,NA,100
Kelp,Kelp,2021,8,12,8/12/21,Narragansett Bay,Fort Wetherill,FW 2,STCH,1,NA
Kelp,Kelp,2021,8,12,8/12/21,Narragansett Bay,Fort Wetherill,FW 2,BRTY,200,5
Kelp,Kelp,2021,8,12,8/12/21,Narragansett Bay,Fort Wetherill,FW 2,BRTY,NA,15
Kelp,Kelp,2021,8,12,8/12/21,Narragansett Bay,Fort Wetherill,FW 2,BRTY,NA,25
Kelp,Kelp,2021,8,12,8/12/21,Narragansett Bay,Fort Wetherill,FW 2,BRTY,NA,35
Kelp,Kelp,2021,8,12,8/12/21,Narragansett Bay,Fort Wetherill,FW 2,BRTY,NA,45
Kelp,Kelp,2021,8,12,8/12/21,Narragansett Bay,Fort Wetherill,FW 2,BRTY,NA,60
Kelp,Kelp,2021,8,12,8/12/21,Narragansett Bay,Fort Wetherill,FW 2,BRTY,NA,85
Kelp,Kelp,2021,8,12,8/12/21,Narragansett Bay,Fort Wetherill,FW 2,BRTY,NA,100
Kelp,Kelp,2021,8,12,8/12/21,Narragansett Bay,Fort Wetherill,FW 2,BRTY,200,NA
Kelp,Kelp,2021,8,12,8/12/21,Narragansett Bay,Fort Wetherill,FW 2,PADE,NA,5
Kelp,Kelp,2021,8,12,8/12/21,Narragansett Bay,Fort Wetherill,FW 2,PADE,1,15
Kelp,Kelp,2021,8,12,8/12/21,Narragansett Bay,Fort Wetherill,FW 2,PADE,NA,25
Kelp,Kelp,2021,8,12,8/12/21,Narragansett Bay,Fort Wetherill,FW 2,PADE,NA,35
Kelp,Kelp,2021,8,12,8/12/21,Narragansett Bay,Fort Wetherill,FW 2,PADE,NA,45
Kelp,Kelp,2021,8,12,8/12/21,Narragansett Bay,Fort Wetherill,FW 2,PADE,NA,60
Kelp,Kelp,2021,8,12,8/12/21,Narragansett Bay,Fort Wetherill,FW 2,PADE,NA,85
Kelp,Kelp,2021,8,12,8/12/21,Narragansett Bay,Fort Wetherill,FW 2,PADE,NA,100
Kelp,Kelp,2021,8,12,8/12/21,Narragansett Bay,Fort Wetherill,FW 2,PADE,1,NA
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 4,TAAD,75,5
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 4,TAAD,19,15
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 4,TAAD,NA,25
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 4,TAAD,NA,35
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 4,TAAD,NA,45
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 4,TAAD,NA,60
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 4,TAAD,NA,85
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 4,TAAD,NA,100
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 4,TAAD,94,NA
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 4,TAON,NA,5
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 4,TAON,NA,15
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 4,TAON,1,25
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 4,TAON,1,35
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 4,TAON,NA,45
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 4,TAON,NA,60
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 4,TAON,NA,85
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 4,TAON,NA,100
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 4,TAON,2,NA
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 4,CEST,NA,5
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 4,CEST,5,15
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 4,CEST,1,25
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 4,CEST,NA,35
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 4,CEST,NA,45
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 4,CEST,NA,60
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 4,CEST,NA,85
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 4,CEST,NA,100
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 4,CEST,6,NA
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 4,STCH,NA,5
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 4,STCH,NA,15
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 4,STCH,2,25
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 4,STCH,NA,35
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 4,STCH,NA,45
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 4,STCH,NA,60
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 4,STCH,NA,85
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 4,STCH,NA,100
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 4,STCH,2,NA
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 4,PADE,NA,5
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 4,PADE,NA,15
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 4,PADE,1,25
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 4,PADE,NA,35
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 4,PADE,NA,45
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 4,PADE,NA,60
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 4,PADE,NA,85
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 4,PADE,NA,100
Kelp,Kelp,2021,8,13,8/13/21,Narragansett Bay,Fort Wetherill,FW 4,PADE,1,NA
Kelp,Kelp,2021,8,26,8/26/21,Narragansett Bay,Kings Beach,KB 2,TAAD,72,5
Kelp,Kelp,2021,8,26,8/26/21,Narragansett Bay,Kings Beach,KB 2,TAAD,24,15
Kelp,Kelp,2021,8,26,8/26/21,Narragansett Bay,Kings Beach,KB 2,TAAD,NA,25
Kelp,Kelp,2021,8,26,8/26/21,Narragansett Bay,Kings Beach,KB 2,TAAD,NA,35
Kelp,Kelp,2021,8,26,8/26/21,Narragansett Bay,Kings Beach,KB 2,TAAD,NA,45
Kelp,Kelp,2021,8,26,8/26/21,Narragansett Bay,Kings Beach,KB 2,TAAD,NA,60
Kelp,Kelp,2021,8,26,8/26/21,Narragansett Bay,Kings Beach,KB 2,TAAD,NA,85
Kelp,Kelp,2021,8,26,8/26/21,Narragansett Bay,Kings Beach,KB 2,TAAD,NA,100
Kelp,Kelp,2021,8,26,8/26/21,Narragansett Bay,Kings Beach,KB 2,TAAD,96,NA
Kelp,Kelp,2021,8,26,8/26/21,Narragansett Bay,Kings Beach,KB 2,TAON,NA,5
Kelp,Kelp,2021,8,26,8/26/21,Narragansett Bay,Kings Beach,KB 2,TAON,NA,15
Kelp,Kelp,2021,8,26,8/26/21,Narragansett Bay,Kings Beach,KB 2,TAON,12,25
Kelp,Kelp,2021,8,26,8/26/21,Narragansett Bay,Kings Beach,KB 2,TAON,3,35
Kelp,Kelp,2021,8,26,8/26/21,Narragansett Bay,Kings Beach,KB 2,TAON,1,45
Kelp,Kelp,2021,8,26,8/26/21,Narragansett Bay,Kings Beach,KB 2,TAON,NA,60
Kelp,Kelp,2021,8,26,8/26/21,Narragansett Bay,Kings Beach,KB 2,TAON,NA,85
Kelp,Kelp,2021,8,26,8/26/21,Narragansett Bay,Kings Beach,KB 2,TAON,NA,100
Kelp,Kelp,2021,8,26,8/26/21,Narragansett Bay,Kings Beach,KB 2,TAON,16,NA
Kelp,Kelp,2021,8,26,8/26/21,Narragansett Bay,Kings Beach,KB 2,CEST,NA,5
Kelp,Kelp,2021,8,26,8/26/21,Narragansett Bay,Kings Beach,KB 2,CEST,10,15
Kelp,Kelp,2021,8,26,8/26/21,Narragansett Bay,Kings Beach,KB 2,CEST,13,25
Kelp,Kelp,2021,8,26,8/26/21,Narragansett Bay,Kings Beach,KB 2,CEST,5,35
Kelp,Kelp,2021,8,26,8/26/21,Narragansett Bay,Kings Beach,KB 2,CEST,1,45
Kelp,Kelp,2021,8,26,8/26/21,Narragansett Bay,Kings Beach,KB 2,CEST,NA,60
Kelp,Kelp,2021,8,26,8/26/21,Narragansett Bay,Kings Beach,KB 2,CEST,NA,85
Kelp,Kelp,2021,8,26,8/26/21,Narragansett Bay,Kings Beach,KB 2,CEST,NA,100
Kelp,Kelp,2021,8,26,8/26/21,Narragansett Bay,Kings Beach,KB 2,CEST,29,NA
Kelp,Kelp,2021,8,26,8/26/21,Narragansett Bay,Kings Beach,KB 2,STCH,NA,5
Kelp,Kelp,2021,8,26,8/26/21,Narragansett Bay,Kings Beach,KB 2,STCH,NA,15
Kelp,Kelp,2021,8,26,8/26/21,Narragansett Bay,Kings Beach,KB 2,STCH,5,25
Kelp,Kelp,2021,8,26,8/26/21,Narragansett Bay,Kings Beach,KB 2,STCH,NA,35
Kelp,Kelp,2021,8,26,8/26/21,Narragansett Bay,Kings Beach,KB 2,STCH,NA,45
